ia	archivesoucorres04unse	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_0bOisP671wwC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_D8ZW1o6MNMMC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre06housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre03housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorres03unse	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorres02unse	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_n0O44Q7X8RMC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre02housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_5GumwYtaHX8C	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre00housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre04unkngoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre01housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre03groe	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre04housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorres04groe	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorres01unse	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre07housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre08housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre09housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_lGF3eVwI5y4C	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_BI4WXMI4g1wC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_KMrMHt2MUgUC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_AH4nk3oEuIsC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_BojohG8zXkQC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_NhOJqSX9GgIC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_rM--6yqWqc4C	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_zBQish8rkmAC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_1qtcMB3cKasC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	bub_gb_IP8DUd8XLsEC	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorre05housgoog	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorres02groe	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorres01groe	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorres05groe	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	archivesoucorres05unse	Groen, Archives ou correspondance inedite (both series; IA copy)
ia	correspondancede01will	Gachard, Correspondance de Guillaume le Taciturne vol 1
ia	correspondancede02will	Gachard, Correspondance de Guillaume le Taciturne vol 2
ia	correspondancede03will	Gachard, Correspondance de Guillaume le Taciturne vol 3
ia	correspondancede04will	Gachard, Correspondance de Guillaume le Taciturne vol 4
ia	correspondancede05will	Gachard, Correspondance de Guillaume le Taciturne vol 5
ia	correspondancede06will	Gachard, Correspondance de Guillaume le Taciturne vol 6
ia	niederlandekalvi0000glaw	Glawischnig 1973, Niederlande, Kalvinismus und Reichsgrafenstand
openalex	Ludwig von Nassau 1573 Chiffre Graveneinigung
openalex	Louis of Nassau cipher letters Orange 1573 deciphered
crossref	Ludwig von Nassau Chiffre 1573
