line	position	sign	confidence	alt	why
5	1	66	H		agree
5	2	d	M	B:Ↄ	differ
5	3	24	H		agree
5	4	88	H		agree
5	5	zz	H		agree
5	6	90	H		agree
5	7	37	H		agree
5	8	70	H		agree
5	9	30	H		agree
5	10	98	H		agree
5	11	35	H		agree
5	12	zi	H		agree
5	13	99	H		agree
5	14	74	H		agree
5	15	93	H		agree
5	16	7b	M	B:6	differ
5	17	55	H		agree
5	18	15	H		agree
5	19	60	H		agree
5	20	4z	H		agree
5	21	ii	H		agree
5	22	pl	M	B:ft	differ
5	23	#	H		agree
5	24	z	M	B:-	gap
5	25	b	M	B:z6	differ
5	26	30	H		agree
5	27	ILLEGIBLE	M	B:Ↄ	differ
5	28	zi	H		agree
5	29	58	H		agree
5	30	35	H		agree
5	31	83	M	B:84	differ
5	32	4z	M	B:z	differ
5	33	z6	H		agree
5	34	ib	H		agree
5	35	z6	H		agree
5	36	ILLEGIBLE	M	A:-	gap
5	37	18	H		agree
5	38	73	H		agree
5	39	78	H		agree
5	40	4i	H		agree
5	41	79	H		agree
5	42	56	H		agree
6	1	60	H		agree
6	2	98	H		agree
6	3	v	M	B:V	differ
6	4	hf	M	B:Hf	differ
6	5	zz7	M	B:z7	differ
6	6	7i	H		agree
6	7	z5	H		agree
6	8	79	H		agree
6	9	30	H		agree
6	10	38	H		agree
6	11	5i	H		agree
6	12	84	H		agree
6	13	z5	H		agree
6	14	7i	H		agree
6	15	73	H		agree
6	16	30	H		agree
6	17	48	H		agree
6	18	60	H		agree
6	19	15	H		agree
6	20	36	H		agree
6	21	n	M	B:Y	differ
6	22	60	H		agree
6	23	70	H		agree
6	24	73	H		agree
6	25	84	H		agree
6	26	44	H		agree
6	27	z3	H		agree
6	28	46	H		agree
6	29	84	H		agree
6	30	zz	H		agree
6	31	37	H		agree
6	32	70	H		agree
6	33	ILLEGIBLE	H		agree
6	34	u	M	B:-	gap
6	35	63	M	B:-	gap
6	36	z40	M	B:-	gap
6	37	4	M	B:-	gap
6	38	99	M	B:-	gap
6	39	55	M	B:-	gap
6	40	zz	M	B:-	gap
7	1	63	H		agree
7	2	67	H		agree
7	3	88	H		agree
7	4	30	H		agree
7	5	N	H		agree
7	6	z35	H		agree
7	7	z8	H		agree
7	8	3i	H		agree
7	9	10	H		agree
7	10	48	H		agree
7	11	F	H		agree
7	12	36	H		agree
7	13	56	M	B:58	differ
7	14	z6	H		agree
7	15	16	H		agree
7	16	3i	H		agree
7	17	73	H		agree
7	18	30	H		agree
7	19	z6	H		agree
7	20	56	H		agree
7	21	ii	H		agree
7	22	4i	H		agree
7	23	4	H		agree
7	24	73	H		agree
7	25	A	H		agree
7	26	76	M	A:-	gap
7	27	v6	M	B:77	differ
7	28	777z	M	B:7z	differ
7	29	7i	M	B:71	differ
7	30	99	H		agree
7	31	B	H		agree
7	32	48	H		agree
7	33	55	H		agree
7	34	14	H		agree
7	35	i5	H		agree
7	36	70	H		agree
7	37	zz	H		agree
7	38	43	H		agree
7	39	78	H		agree
7	40	z	H		agree
7	41	87	M	B:-	gap
7	42	87	M	B:84	differ
8	1	193	H		agree
8	2	ziz	H		agree
8	3	O	H		agree
8	4	88	H		agree
8	5	38	H		agree
8	6	51	H		agree
8	7	ILLEGIBLE	H		agree
8	8	197	H		agree
8	9	7z	M	B:7zz	differ
8	10	z6	M	B:36	differ
8	11	L	H		agree
8	12	76	H		agree
8	13	30	H		agree
8	14	ii	H		agree
8	15	zz	H		agree
8	16	i5	H		agree
8	17	31	H		agree
8	18	i5	H		agree
8	19	73	H		agree
8	20	K	H		agree
8	21	77	H		agree
8	22	i6	H		agree
8	23	25	H		agree
8	24	8i	H		agree
8	25	G	H		agree
8	26	60	H		agree
8	27	55	H		agree
8	28	i0	H		agree
8	29	i6	H		agree
8	30	97	H		agree
8	31	i37	H		agree
8	32	i6	H		agree
8	33	99	H		agree
8	34	N	H		agree
8	35	bi	M	A:-	gap
8	36	61	M	B:30	differ
8	37	130	M	B:zi	differ
8	38	ziz	M	B:z	differ
8	39	z	H		agree
8	40	9	M	A:-	gap
8	41	p	M	B:zzz	differ
8	42	z78	M	B:78	differ
8	43	36	H		agree
8	44	N	H		agree
8	45	79	M	B:70	differ
8	46	10	M	B:i0	differ
8	47	i6	H		agree
8	48	30	H		agree
9	1	ILLEGIBLE	M	A:-	gap
9	2	65	H		agree
9	3	7i	H		agree
9	4	7z	H		agree
9	5	30	H		agree
9	6	89	H		agree
9	7	44	H		agree
9	8	3z	H		agree
9	9	ii	H		agree
9	10	84	H		agree
9	11	b	H		agree
9	12	z73	H		agree
9	13	193	H		agree
9	14	e	H		agree
9	15	n	H		agree
9	16	z73	H		agree
9	17	z00	M	B:-	gap
9	18	p	M	B:200	differ
9	19	i	M	B:ILLEGIBLE	differ
9	20	z73	H		agree
9	21	94	H		agree
9	22	25	M	B:z5	differ
9	23	70	H		agree
9	24	54	H		agree
9	25	53	H		agree
9	26	zz	M	A:-	gap
9	27	zz77	M	B:77	differ
9	28	99	H		agree
9	29	ii	H		agree
9	30	37	H		agree
9	31	79	H		agree
9	32	83	H		agree
9	33	7z	H		agree
9	34	55	H		agree
9	35	A	H		agree
9	36	5	H		agree
9	37	d	M	B:6	differ
9	38	3i	M	B:3	differ
9	39	79	M	B:z74	differ
9	40	X	H		agree
9	41	i	M	B:-	gap
9	42	5i	M	B:6i	differ
9	43	24	M	B:z4	differ
9	44	148	M	B:i48	differ
10	1	99	H		agree
10	2	73	H		agree
10	3	ct	M	B:jt	differ
10	4	36	H		agree
10	5	ii	H		agree
10	6	zz	H		agree
10	7	54	H		agree
10	8	i6	H		agree
10	9	zz	H		agree
10	10	79	H		agree
10	11	60	H		agree
10	12	37	H		agree
10	13	76	H		agree
10	14	itt	M	A:-	gap
10	15	ct	M	B:44	differ
10	16	4y	M	B:8i	differ
10	17	4bi	M	B:zz	differ
10	18	zz379	M	B:379	differ
10	19	30	H		agree
10	20	60	H		agree
10	21	O	H		agree
10	22	55	H		agree
10	23	30	H		agree
10	24	38	H		agree
10	25	5i	H		agree
10	26	b7	H		agree
10	27	55	H		agree
10	28	90	H		agree
10	29	7i	H		agree
10	30	5i	H		agree
10	31	73	H		agree
10	32	R	H		agree
10	33	6i	M	B:bi	differ
10	34	44	H		agree
10	35	j	M	A:-	gap
10	36	36	H		agree
10	37	5z	H		agree
10	38	75	H		agree
10	39	40	M	A:-	gap
10	40	407i	M	B:7i	differ
10	41	77	H		agree
10	42	55	H		agree
10	43	E	H		agree
10	44	i6	H		agree
10	45	44	H		agree
10	46	23	M	B:z3	differ
10	47	ii	H		agree
10	48	i	M	B:-	gap
10	49	z	M	B:-	gap
10	50	93	M	B:-	gap
10	51	2124	M	B:-	gap
10	52	N	M	B:ILLEGIBLE	differ
11	1	iew	M	B:ILLEGIBLE	differ
11	2	40	H		agree
11	3	88	H		agree
11	4	9d	M	B:90	differ
11	5	i6	M	B:i5	differ
11	6	15	H		agree
11	7	60	H		agree
11	8	37	H		agree
11	9	36	H		agree
11	10	99	H		agree
11	11	77	H		agree
11	12	73	H		agree
11	13	68	M	B:63	differ
11	14	O	H		agree
11	15	47	H		agree
11	16	76	H		agree
11	17	84	H		agree
11	18	55	H		agree
11	19	15	H		agree
